Lokalizacja,Płeć,Wiek,Populacja
ANIOŁKI,mężczyźni,10,23
BRĘTOWO,kobiety,10,39
BRĘTOWO,mężczyźni,10,56
BRZEŹNO,kobiety,10,59
BRZEŹNO,mężczyźni,10,58
CHEŁM,kobiety,10,328
CHEŁM,mężczyźni,10,349
JASIEŃ,kobiety,10,89
JASIEŃ,mężczyźni,10,117
KOKOSZKI,kobiety,10,79
KOKOSZKI,mężczyźni,10,81
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,10,13
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,10,18
LETNICA,kobiety,10,7
LETNICA,mężczyźni,10,11
MATARNIA,kobiety,10,23
MATARNIA,mężczyźni,10,35
MŁYNISKA,kobiety,10,10
MŁYNISKA,mężczyźni,10,8
NOWY PORT,kobiety,10,45
NOWY PORT,mężczyźni,10,57
OLIWA,kobiety,10,64
OLIWA,mężczyźni,10,65
OLSZYNKA,kobiety,10,17
OLSZYNKA,mężczyźni,10,19
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,10,71
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,10,82
OSOWA,kobiety,10,107
OSOWA,mężczyźni,10,129
PIECKIIGOWO,kobiety,10,141
PIECKIIGOWO,mężczyźni,10,163
PRZERÓBKA,kobiety,10,12
PRZERÓBKA,mężczyźni,10,19
PRZYMORZE MAŁE,kobiety,10,71
PRZYMORZE MAŁE,mężczyźni,10,64
PRZYMORZE WIELKIE,kobiety,10,107
PRZYMORZE WIELKIE,mężczyźni,10,98
RUDNIKI,kobiety,10,10
RUDNIKI,mężczyźni,10,4
SIEDLCE,kobiety,10,65
SIEDLCE,mężczyźni,10,79
STOGI,kobiety,10,31
STOGI,mężczyźni,10,50
STRZYŻA,kobiety,10,30
STRZYŻA,mężczyźni,10,26
SUCHANINO,kobiety,10,48
SUCHANINO,mężczyźni,10,51
ŚRÓDMIEŚCIE,kobiety,10,101
ŚRÓDMIEŚCIE,mężczyźni,10,109
UJEŚCISKO-ŁOSTOWICE,kobiety,10,198
UJEŚCISKO-ŁOSTOWICE,mężczyźni,10,223
VII DWÓR,kobiety,10,14
VII DWÓR,mężczyźni,10,8
WRZESZCZ DOLNY,kobiety,10,97
WRZESZCZ DOLNY,mężczyźni,10,106
WRZESZCZ GÓRNY,kobiety,10,108
WRZESZCZ GÓRNY,mężczyźni,10,101
WYSPA SOBIESZEWSKA,kobiety,10,13
WYSPA SOBIESZEWSKA,mężczyźni,10,18
WZGÓRZE MICKIEWICZA,kobiety,10,9
WZGÓRZE MICKIEWICZA,mężczyźni,10,9
ZASPA MŁYNIEC,kobiety,10,58
ZASPA MŁYNIEC,mężczyźni,10,60
ZASPA ROZSTAJE,kobiety,10,60
ZASPA ROZSTAJE,mężczyźni,10,67
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,10,42
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,10,73
GDAŃSK,kobiety,10,2179
GDAŃSK,mężczyźni,10,2436
ANIOŁKI,kobiety,11,20
ANIOŁKI,mężczyźni,11,21
BRĘTOWO,kobiety,11,36
BRĘTOWO,mężczyźni,11,43
BRZEŹNO,kobiety,11,49
BRZEŹNO,mężczyźni,11,54
CHEŁM,kobiety,11,331
CHEŁM,mężczyźni,11,326
JASIEŃ,kobiety,11,84
JASIEŃ,mężczyźni,11,84
KOKOSZKI,kobiety,11,72
KOKOSZKI,mężczyźni,11,61
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,11,13
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,11,11
LETNICA,kobiety,11,9
LETNICA,mężczyźni,11,6
MATARNIA,kobiety,11,25
MATARNIA,mężczyźni,11,44
MŁYNISKA,kobiety,11,7
MŁYNISKA,mężczyźni,11,9
NOWY PORT,kobiety,11,49
NOWY PORT,mężczyźni,11,46
OLIWA,kobiety,11,48
OLIWA,mężczyźni,11,71
OLSZYNKA,kobiety,11,13
OLSZYNKA,mężczyźni,11,16
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,11,70
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,11,64
OSOWA,kobiety,11,126
OSOWA,mężczyźni,11,119
PIECKIIGOWO,kobiety,11,117
PIECKIIGOWO,mężczyźni,11,141
PRZERÓBKA,kobiety,11,15
PRZERÓBKA,mężczyźni,11,16
PRZYMORZE MAŁE,kobiety,11,52
PRZYMORZE MAŁE,mężczyźni,11,56
PRZYMORZE WIELKIE,kobiety,11,113
PRZYMORZE WIELKIE,mężczyźni,11,104
RUDNIKI,kobiety,11,6
RUDNIKI,mężczyźni,11,2
SIEDLCE,kobiety,11,51
SIEDLCE,mężczyźni,11,64
STOGI,kobiety,11,42
STOGI,mężczyźni,11,48
STRZYŻA,kobiety,11,20
STRZYŻA,mężczyźni,11,33
SUCHANINO,kobiety,11,52
SUCHANINO,mężczyźni,11,53
ŚRÓDMIEŚCIE,kobiety,11,129
ŚRÓDMIEŚCIE,mężczyźni,11,97
UJEŚCISKO-ŁOSTOWICE,kobiety,11,197
UJEŚCISKO-ŁOSTOWICE,mężczyźni,11,218
VII DWÓR,kobiety,11,12
VII DWÓR,mężczyźni,11,10
WRZESZCZ DOLNY,kobiety,11,100
WRZESZCZ DOLNY,mężczyźni,11,102
WRZESZCZ GÓRNY,kobiety,11,88
WRZESZCZ GÓRNY,mężczyźni,11,82
WYSPA SOBIESZEWSKA,kobiety,11,20
WYSPA SOBIESZEWSKA,mężczyźni,11,26
WZGÓRZE MICKIEWICZA,kobiety,11,14
WZGÓRZE MICKIEWICZA,mężczyźni,11,15
ZASPA MŁYNIEC,kobiety,11,50
ZASPA MŁYNIEC,mężczyźni,11,62
ZASPA ROZSTAJE,kobiety,11,46
ZASPA ROZSTAJE,mężczyźni,11,58
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,11,45
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,11,61
GDAŃSK,kobiety,11,2121
GDAŃSK,mężczyźni,11,2223
ANIOŁKI,kobiety,12,17
ANIOŁKI,mężczyźni,12,11
BRĘTOWO,kobiety,12,38
BRĘTOWO,mężczyźni,12,44
BRZEŹNO,kobiety,12,44
BRZEŹNO,mężczyźni,12,47
CHEŁM,kobiety,12,295
CHEŁM,mężczyźni,12,267
JASIEŃ,kobiety,12,76
JASIEŃ,mężczyźni,12,90
KOKOSZKI,kobiety,12,65
KOKOSZKI,mężczyźni,12,67
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,12,10
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,12,9
LETNICA,kobiety,12,7
LETNICA,mężczyźni,12,9
MATARNIA,kobiety,12,27
MATARNIA,mężczyźni,12,27
MŁYNISKA,kobiety,12,14
MŁYNISKA,mężczyźni,12,12
NOWY PORT,kobiety,12,42
NOWY PORT,mężczyźni,12,49
OLIWA,kobiety,12,53
OLIWA,mężczyźni,12,73
OLSZYNKA,kobiety,12,7
OLSZYNKA,mężczyźni,12,12
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,12,61
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,12,63
OSOWA,kobiety,12,86
OSOWA,mężczyźni,12,127
PIECKIIGOWO,kobiety,12,118
PIECKIIGOWO,mężczyźni,12,122
PRZERÓBKA,kobiety,12,18
PRZERÓBKA,mężczyźni,12,17
PRZYMORZE MAŁE,kobiety,12,60
PRZYMORZE MAŁE,mężczyźni,12,50
PRZYMORZE WIELKIE,kobiety,12,104
PRZYMORZE WIELKIE,mężczyźni,12,104
RUDNIKI,kobiety,12,3
RUDNIKI,mężczyźni,12,4
SIEDLCE,kobiety,12,60
SIEDLCE,mężczyźni,12,39
STOGI,kobiety,12,51
STOGI,mężczyźni,12,52
STRZYŻA,kobiety,12,22
STRZYŻA,mężczyźni,12,21
SUCHANINO,kobiety,12,47
SUCHANINO,mężczyźni,12,50
ŚRÓDMIEŚCIE,kobiety,12,84
ŚRÓDMIEŚCIE,mężczyźni,12,104
UJEŚCISKO-ŁOSTOWICE,kobiety,12,171
UJEŚCISKO-ŁOSTOWICE,mężczyźni,12,162
VII DWÓR,kobiety,12,11
VII DWÓR,mężczyźni,12,19
WRZESZCZ DOLNY,kobiety,12,97
WRZESZCZ DOLNY,mężczyźni,12,89
WRZESZCZ GÓRNY,kobiety,12,85
WRZESZCZ GÓRNY,mężczyźni,12,93
WYSPA SOBIESZEWSKA,kobiety,12,20
WYSPA SOBIESZEWSKA,mężczyźni,12,17
WZGÓRZE MICKIEWICZA,kobiety,12,4
WZGÓRZE MICKIEWICZA,mężczyźni,12,12
ZASPA MŁYNIEC,kobiety,12,57
ZASPA MŁYNIEC,mężczyźni,12,57
ZASPA ROZSTAJE,kobiety,12,42
ZASPA ROZSTAJE,mężczyźni,12,63
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,12,55
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,12,52
GDAŃSK,kobiety,12,1951
GDAŃSK,mężczyźni,12,2034
ANIOŁKI,kobiety,13,18
ANIOŁKI,mężczyźni,13,29
BRĘTOWO,kobiety,13,36
BRĘTOWO,mężczyźni,13,36
BRZEŹNO,kobiety,13,50
BRZEŹNO,mężczyźni,13,41
CHEŁM,kobiety,13,271
CHEŁM,mężczyźni,13,257
JASIEŃ,kobiety,13,66
JASIEŃ,mężczyźni,13,83
KOKOSZKI,kobiety,13,55
KOKOSZKI,mężczyźni,13,50
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,13,9
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,13,13
LETNICA,kobiety,13,8
LETNICA,mężczyźni,13,9
MATARNIA,kobiety,13,26
MATARNIA,mężczyźni,13,24
MŁYNISKA,kobiety,13,8
MŁYNISKA,mężczyźni,13,6
NOWY PORT,kobiety,13,43
NOWY PORT,mężczyźni,13,41
OLIWA,kobiety,13,50
OLIWA,mężczyźni,13,55
OLSZYNKA,kobiety,13,14
OLSZYNKA,mężczyźni,13,9
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,13,76
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,13,61
OSOWA,kobiety,13,86
OSOWA,mężczyźni,13,101
PIECKIIGOWO,kobiety,13,107
PIECKIIGOWO,mężczyźni,13,123
PRZERÓBKA,kobiety,13,15
PRZERÓBKA,mężczyźni,13,19
PRZYMORZE MAŁE,kobiety,13,52
PRZYMORZE MAŁE,mężczyźni,13,58
PRZYMORZE WIELKIE,kobiety,13,97
PRZYMORZE WIELKIE,mężczyźni,13,100
RUDNIKI,kobiety,13,4
RUDNIKI,mężczyźni,13,6
SIEDLCE,kobiety,13,54
SIEDLCE,mężczyźni,13,53
STOGI,kobiety,13,43
STOGI,mężczyźni,13,51
STRZYŻA,kobiety,13,26
STRZYŻA,mężczyźni,13,18
SUCHANINO,kobiety,13,32
SUCHANINO,mężczyźni,13,31
ŚRÓDMIEŚCIE,kobiety,13,101
ŚRÓDMIEŚCIE,mężczyźni,13,110
UJEŚCISKO-ŁOSTOWICE,kobiety,13,162
UJEŚCISKO-ŁOSTOWICE,mężczyźni,13,205
VII DWÓR,kobiety,13,13
VII DWÓR,mężczyźni,13,11
WRZESZCZ DOLNY,kobiety,13,75
WRZESZCZ DOLNY,mężczyźni,13,92
WRZESZCZ GÓRNY,kobiety,13,77
WRZESZCZ GÓRNY,mężczyźni,13,77
WYSPA SOBIESZEWSKA,kobiety,13,14
WYSPA SOBIESZEWSKA,mężczyźni,13,15
WZGÓRZE MICKIEWICZA,kobiety,13,10
WZGÓRZE MICKIEWICZA,mężczyźni,13,14
ZASPA MŁYNIEC,kobiety,13,56
ZASPA MŁYNIEC,mężczyźni,13,43
ZASPA ROZSTAJE,kobiety,13,55
ZASPA ROZSTAJE,mężczyźni,13,50
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,13,43
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,13,47
GDAŃSK,kobiety,13,1852
GDAŃSK,mężczyźni,13,1938
ANIOŁKI,kobiety,14,18
ANIOŁKI,mężczyźni,14,12
BRĘTOWO,kobiety,14,31
BRĘTOWO,mężczyźni,14,32
BRZEŹNO,kobiety,14,46
BRZEŹNO,mężczyźni,14,30
CHEŁM,kobiety,14,209
CHEŁM,mężczyźni,14,238
JASIEŃ,kobiety,14,73
JASIEŃ,mężczyźni,14,69
KOKOSZKI,kobiety,14,50
KOKOSZKI,mężczyźni,14,61
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,14,10
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,14,10
LETNICA,kobiety,14,9
LETNICA,mężczyźni,14,5
MATARNIA,kobiety,14,25
MATARNIA,mężczyźni,14,37
MŁYNISKA,kobiety,14,11
MŁYNISKA,mężczyźni,14,10
NOWY PORT,kobiety,14,30
NOWY PORT,mężczyźni,14,41
OLIWA,kobiety,14,49
OLIWA,mężczyźni,14,61
OLSZYNKA,kobiety,14,17
OLSZYNKA,mężczyźni,14,20
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,14,56
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,14,68
OSOWA,kobiety,14,103
OSOWA,mężczyźni,14,95
PIECKIIGOWO,kobiety,14,97
PIECKIIGOWO,mężczyźni,14,94
PRZERÓBKA,kobiety,14,5
PRZERÓBKA,mężczyźni,14,23
PRZYMORZE MAŁE,kobiety,14,57
PRZYMORZE MAŁE,mężczyźni,14,52
PRZYMORZE WIELKIE,kobiety,14,91
PRZYMORZE WIELKIE,mężczyźni,14,102
RUDNIKI,kobiety,14,5
RUDNIKI,mężczyźni,14,2
SIEDLCE,kobiety,14,56
SIEDLCE,mężczyźni,14,59
STOGI,kobiety,14,38
STOGI,mężczyźni,14,41
STRZYŻA,kobiety,14,14
STRZYŻA,mężczyźni,14,24
SUCHANINO,kobiety,14,45
SUCHANINO,mężczyźni,14,47
ŚRÓDMIEŚCIE,kobiety,14,78
ŚRÓDMIEŚCIE,mężczyźni,14,92
UJEŚCISKO-ŁOSTOWICE,kobiety,14,128
UJEŚCISKO-ŁOSTOWICE,mężczyźni,14,126
VII DWÓR,kobiety,14,12
VII DWÓR,mężczyźni,14,7
WRZESZCZ DOLNY,kobiety,14,77
WRZESZCZ DOLNY,mężczyźni,14,79
WRZESZCZ GÓRNY,kobiety,14,66
WRZESZCZ GÓRNY,mężczyźni,14,92
WYSPA SOBIESZEWSKA,kobiety,14,17
WYSPA SOBIESZEWSKA,mężczyźni,14,16
WZGÓRZE MICKIEWICZA,kobiety,14,7
WZGÓRZE MICKIEWICZA,mężczyźni,14,8
ZASPA MŁYNIEC,kobiety,14,47
ZASPA MŁYNIEC,mężczyźni,14,49
ZASPA ROZSTAJE,kobiety,14,46
ZASPA ROZSTAJE,mężczyźni,14,43
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,14,37
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,14,73
GDAŃSK,kobiety,14,1660
GDAŃSK,mężczyźni,14,1818
ANIOŁKI,kobiety,15,12
ANIOŁKI,mężczyźni,15,20
BRĘTOWO,kobiety,15,26
BRĘTOWO,mężczyźni,15,33
BRZEŹNO,kobiety,15,34
BRZEŹNO,mężczyźni,15,39
CHEŁM,kobiety,15,210
CHEŁM,mężczyźni,15,248
JASIEŃ,kobiety,15,58
JASIEŃ,mężczyźni,15,82
KOKOSZKI,kobiety,15,54
KOKOSZKI,mężczyźni,15,59
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,15,7
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,15,14
LETNICA,kobiety,15,6
LETNICA,mężczyźni,15,7
MATARNIA,kobiety,15,27
MATARNIA,mężczyźni,15,17
MŁYNISKA,kobiety,15,6
MŁYNISKA,mężczyźni,15,5
NOWY PORT,kobiety,15,35
NOWY PORT,mężczyźni,15,50
OLIWA,kobiety,15,51
OLIWA,mężczyźni,15,59
OLSZYNKA,kobiety,15,13
OLSZYNKA,mężczyźni,15,15
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,15,62
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,15,61
OSOWA,kobiety,15,100
OSOWA,mężczyźni,15,92
PIECKIIGOWO,kobiety,15,85
PIECKIIGOWO,mężczyźni,15,97
PRZERÓBKA,kobiety,15,14
PRZERÓBKA,mężczyźni,15,16
PRZYMORZE MAŁE,kobiety,15,39
PRZYMORZE MAŁE,mężczyźni,15,65
PRZYMORZE WIELKIE,kobiety,15,80
PRZYMORZE WIELKIE,mężczyźni,15,78
RUDNIKI,kobiety,15,6
RUDNIKI,mężczyźni,15,5
SIEDLCE,kobiety,15,46
SIEDLCE,mężczyźni,15,42
STOGI,kobiety,15,35
STOGI,mężczyźni,15,20
STRZYŻA,kobiety,15,19
STRZYŻA,mężczyźni,15,21
SUCHANINO,kobiety,15,46
SUCHANINO,mężczyźni,15,37
ŚRÓDMIEŚCIE,kobiety,15,106
ŚRÓDMIEŚCIE,mężczyźni,15,84
UJEŚCISKO-ŁOSTOWICE,kobiety,15,125
UJEŚCISKO-ŁOSTOWICE,mężczyźni,15,136
VII DWÓR,kobiety,15,12
VII DWÓR,mężczyźni,15,9
WRZESZCZ DOLNY,kobiety,15,95
WRZESZCZ DOLNY,mężczyźni,15,79
WRZESZCZ GÓRNY,kobiety,15,78
WRZESZCZ GÓRNY,mężczyźni,15,77
WYSPA SOBIESZEWSKA,kobiety,15,14
WYSPA SOBIESZEWSKA,mężczyźni,15,21
WZGÓRZE MICKIEWICZA,kobiety,15,11
WZGÓRZE MICKIEWICZA,mężczyźni,15,5
ZASPA MŁYNIEC,kobiety,15,54
ZASPA MŁYNIEC,mężczyźni,15,52
ZASPA ROZSTAJE,kobiety,15,43
ZASPA ROZSTAJE,mężczyźni,15,55
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,15,59
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,15,47
GDAŃSK,kobiety,15,1668
GDAŃSK,mężczyźni,15,1747
ANIOŁKI,kobiety,16,15
ANIOŁKI,mężczyźni,16,17
BRĘTOWO,kobiety,16,27
BRĘTOWO,mężczyźni,16,35
BRZEŹNO,kobiety,16,49
BRZEŹNO,mężczyźni,16,39
CHEŁM,kobiety,16,195
CHEŁM,mężczyźni,16,223
JASIEŃ,kobiety,16,62
JASIEŃ,mężczyźni,16,57
KOKOSZKI,kobiety,16,48
KOKOSZKI,mężczyźni,16,55
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,16,7
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,16,13
LETNICA,kobiety,16,7
LETNICA,mężczyźni,16,12
MATARNIA,kobiety,16,24
MATARNIA,mężczyźni,16,14
MŁYNISKA,kobiety,16,10
MŁYNISKA,mężczyźni,16,13
NOWY PORT,kobiety,16,39
NOWY PORT,mężczyźni,16,29
OLIWA,kobiety,16,47
OLIWA,mężczyźni,16,56
OLSZYNKA,kobiety,16,22
OLSZYNKA,mężczyźni,16,16
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,16,69
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,16,50
OSOWA,kobiety,16,90
OSOWA,mężczyźni,16,75
PIECKIIGOWO,kobiety,16,88
PIECKIIGOWO,mężczyźni,16,95
PRZERÓBKA,kobiety,16,16
PRZERÓBKA,mężczyźni,16,20
PRZYMORZE MAŁE,kobiety,16,39
PRZYMORZE MAŁE,mężczyźni,16,45
PRZYMORZE WIELKIE,kobiety,16,73
PRZYMORZE WIELKIE,mężczyźni,16,96
RUDNIKI,kobiety,16,7
RUDNIKI,mężczyźni,16,3
SIEDLCE,kobiety,16,35
SIEDLCE,mężczyźni,16,33
STOGI,kobiety,16,37
STOGI,mężczyźni,16,39
STRZYŻA,kobiety,16,23
STRZYŻA,mężczyźni,16,16
SUCHANINO,kobiety,16,41
SUCHANINO,mężczyźni,16,39
ŚRÓDMIEŚCIE,kobiety,16,89
ŚRÓDMIEŚCIE,mężczyźni,16,81
UJEŚCISKO-ŁOSTOWICE,kobiety,16,115
UJEŚCISKO-ŁOSTOWICE,mężczyźni,16,126
VII DWÓR,kobiety,16,2
VII DWÓR,mężczyźni,16,14
WRZESZCZ DOLNY,kobiety,16,77
WRZESZCZ DOLNY,mężczyźni,16,86
WRZESZCZ GÓRNY,kobiety,16,70
WRZESZCZ GÓRNY,mężczyźni,16,78
WYSPA SOBIESZEWSKA,kobiety,16,14
WYSPA SOBIESZEWSKA,mężczyźni,16,13
WZGÓRZE MICKIEWICZA,kobiety,16,7
WZGÓRZE MICKIEWICZA,mężczyźni,16,5
ZASPA MŁYNIEC,kobiety,16,35
ZASPA MŁYNIEC,mężczyźni,16,41
ZASPA ROZSTAJE,kobiety,16,45
ZASPA ROZSTAJE,mężczyźni,16,51
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,16,50
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,16,55
GDAŃSK,kobiety,16,1574
GDAŃSK,mężczyźni,16,1640
ANIOŁKI,kobiety,17,20
ANIOŁKI,mężczyźni,17,19
BRĘTOWO,kobiety,17,39
BRĘTOWO,mężczyźni,17,23
BRZEŹNO,kobiety,17,44
BRZEŹNO,mężczyźni,17,47
CHEŁM,kobiety,17,203
CHEŁM,mężczyźni,17,252
JASIEŃ,kobiety,17,64
JASIEŃ,mężczyźni,17,76
KOKOSZKI,kobiety,17,43
KOKOSZKI,mężczyźni,17,45
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,17,10
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,17,3
LETNICA,kobiety,17,5
LETNICA,mężczyźni,17,10
MATARNIA,kobiety,17,21
MATARNIA,mężczyźni,17,29
MŁYNISKA,kobiety,17,10
MŁYNISKA,mężczyźni,17,2
NOWY PORT,kobiety,17,67
NOWY PORT,mężczyźni,17,62
OLIWA,kobiety,17,52
OLIWA,mężczyźni,17,58
OLSZYNKA,kobiety,17,11
OLSZYNKA,mężczyźni,17,7
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,17,65
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,17,61
OSOWA,kobiety,17,99
OSOWA,mężczyźni,17,87
PIECKIIGOWO,kobiety,17,82
PIECKIIGOWO,mężczyźni,17,78
PRZERÓBKA,kobiety,17,14
PRZERÓBKA,mężczyźni,17,25
PRZYMORZE MAŁE,kobiety,17,56
PRZYMORZE MAŁE,mężczyźni,17,50
PRZYMORZE WIELKIE,kobiety,17,77
PRZYMORZE WIELKIE,mężczyźni,17,93
RUDNIKI,kobiety,17,5
RUDNIKI,mężczyźni,17,4
SIEDLCE,kobiety,17,47
SIEDLCE,mężczyźni,17,57
STOGI,kobiety,17,39
STOGI,mężczyźni,17,57
STRZYŻA,kobiety,17,16
STRZYŻA,mężczyźni,17,24
SUCHANINO,kobiety,17,52
SUCHANINO,mężczyźni,17,43
ŚRÓDMIEŚCIE,kobiety,17,98
ŚRÓDMIEŚCIE,mężczyźni,17,120
UJEŚCISKO-ŁOSTOWICE,kobiety,17,103
UJEŚCISKO-ŁOSTOWICE,mężczyźni,17,125
VII DWÓR,kobiety,17,17
VII DWÓR,mężczyźni,17,9
WRZESZCZ DOLNY,kobiety,17,95
WRZESZCZ DOLNY,mężczyźni,17,82
WRZESZCZ GÓRNY,kobiety,17,89
WRZESZCZ GÓRNY,mężczyźni,17,99
WYSPA SOBIESZEWSKA,kobiety,17,19
WYSPA SOBIESZEWSKA,mężczyźni,17,15
WZGÓRZE MICKIEWICZA,kobiety,17,9
WZGÓRZE MICKIEWICZA,mężczyźni,17,9
ZASPA MŁYNIEC,kobiety,17,38
ZASPA MŁYNIEC,mężczyźni,17,50
ZASPA ROZSTAJE,kobiety,17,45
ZASPA ROZSTAJE,mężczyźni,17,51
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,17,69
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,17,53
GDAŃSK,kobiety,17,1723
GDAŃSK,mężczyźni,17,1825
ANIOŁKI,kobiety,18,15
ANIOŁKI,mężczyźni,18,18
BRĘTOWO,kobiety,18,30
BRĘTOWO,mężczyźni,18,38
BRZEŹNO,kobiety,18,40
BRZEŹNO,mężczyźni,18,44
CHEŁM,kobiety,18,190
CHEŁM,mężczyźni,18,201
JASIEŃ,kobiety,18,62
JASIEŃ,mężczyźni,18,58
KOKOSZKI,kobiety,18,45
KOKOSZKI,mężczyźni,18,47
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,18,6
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,18,13
LETNICA,kobiety,18,6
LETNICA,mężczyźni,18,10
MATARNIA,kobiety,18,19
MATARNIA,mężczyźni,18,19
MŁYNISKA,kobiety,18,16
MŁYNISKA,mężczyźni,18,8
NOWY PORT,kobiety,18,41
NOWY PORT,mężczyźni,18,55
OLIWA,kobiety,18,50
OLIWA,mężczyźni,18,63
OLSZYNKA,kobiety,18,12
OLSZYNKA,mężczyźni,18,10
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,18,62
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,18,62
OSOWA,kobiety,18,62
OSOWA,mężczyźni,18,87
PIECKIIGOWO,kobiety,18,72
PIECKIIGOWO,mężczyźni,18,75
PRZERÓBKA,kobiety,18,12
PRZERÓBKA,mężczyźni,18,11
PRZYMORZE MAŁE,kobiety,18,43
PRZYMORZE MAŁE,mężczyźni,18,44
PRZYMORZE WIELKIE,kobiety,18,96
PRZYMORZE WIELKIE,mężczyźni,18,98
RUDNIKI,kobiety,18,7
RUDNIKI,mężczyźni,18,4
SIEDLCE,kobiety,18,52
SIEDLCE,mężczyźni,18,42
STOGI,kobiety,18,35
STOGI,mężczyźni,18,53
STRZYŻA,kobiety,18,20
STRZYŻA,mężczyźni,18,20
SUCHANINO,kobiety,18,41
SUCHANINO,mężczyźni,18,39
ŚRÓDMIEŚCIE,kobiety,18,105
ŚRÓDMIEŚCIE,mężczyźni,18,128
UJEŚCISKO-ŁOSTOWICE,kobiety,18,99
UJEŚCISKO-ŁOSTOWICE,mężczyźni,18,119
VII DWÓR,kobiety,18,6
VII DWÓR,mężczyźni,18,10
WRZESZCZ DOLNY,kobiety,18,92
WRZESZCZ DOLNY,mężczyźni,18,82
WRZESZCZ GÓRNY,kobiety,18,95
WRZESZCZ GÓRNY,mężczyźni,18,102
WYSPA SOBIESZEWSKA,kobiety,18,18
WYSPA SOBIESZEWSKA,mężczyźni,18,19
WZGÓRZE MICKIEWICZA,kobiety,18,8
WZGÓRZE MICKIEWICZA,mężczyźni,18,4
ZASPA MŁYNIEC,kobiety,18,41
ZASPA MŁYNIEC,mężczyźni,18,31
ZASPA ROZSTAJE,kobiety,18,43
ZASPA ROZSTAJE,mężczyźni,18,41
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,18,59
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,18,63
GDAŃSK,kobiety,18,1600
GDAŃSK,mężczyźni,18,1718
ANIOŁKI,kobiety,19,19
ANIOŁKI,mężczyźni,19,19
BRĘTOWO,kobiety,19,28
BRĘTOWO,mężczyźni,19,32
BRZEŹNO,kobiety,19,57
